CLAVE,CLAVE_OMM,NOMBRE,MUNICIPIO,ESTADO,ORG_CUENCA,CUENCA,SUBCUENCA,TIPO_EST,ORGANISMO,INICIO,FIN,SITUACION,LATG,LATM,LATS,LONG,LONM,LONS,ALTURA,OBSERVACIONES
00008296,,JUAREZ,CASAS GRANDES,CHIHUAHUA,RIO BRAVO,RIO CASAS GRANDES,RIO PIEDRAS VERDES,CLIMATOLOGICA,CONAGUA-SMN,01/08/1977,30/04/1987,SUSPENDIDA,30,18,34,108,4,35,1540.0,
00008297,,CREEL,BOCOYNA,CHIHUAHUA,PACIFICO NORTE,RIO CONCHOS-PRESA DE LA COLINA,RIO URIQUE,CLIMATOLOGICA,CONAGUA-SMN,01/10/1976,30/04/1987,SUSPENDIDA,27,45,0,107,38,0,2340.0,
00008298,,DUBLAN,CASAS GRANDES,CHIHUAHUA,RIO BRAVO,RIO CASAS GRANDES,RIO CASAS GRANDES,CLIMATOLOGICA,CONAGUA-SMN,01/08/1977,31/03/1987,SUSPENDIDA,30,28,28,107,56,2,1440.0,
00008299,,SANTO TOMAS,GUERRERO,CHIHUAHUA,NOROESTE,RIO YAQUI,RIO PAPIGOCHIC O AROS,CLIMATOLOGICA,CONAGUA-SMN,01/08/1977,30/04/1987,SUSPENDIDA,28,40,0,107,32,0,2085.0,
00008300,,EL SOCORRO,MEOQUI,CHIHUAHUA,RIO BRAVO,RIO CONCHOS-PRESA EL GRANERO,ARROYO BACHIMBA,CLIMATOLOGICA,CONAGUA-DGE,01/01/1976,31/08/1983,SUSPENDIDA,28,25,0,105,37,0,1180.0,
00008301,,CIENEGA PRIETA,GUADALUPE Y CALVO,CHIHUAHUA,PACIFICO NORTE,RIO FUERTE,RIO CHINATU,CLIMATOLOGICA,CONAGUA-DGE,01/03/1977,31/05/1985,SUSPENDIDA,26,10,0,106,40,0,2060.0,
00008302,,ASOCIACION DE FRUTICULTORES,GUERRERO,CHIHUAHUA,NOROESTE,RIO YAQUI,RIO CARPIO,CLIMATOLOGICA,CONAGUA-SMN,01/02/1977,28/02/1985,SUSPENDIDA,28,31,0,107,24,0,2030.0,
00008303,,C.E.M. CIUDAD DEPORTIVA,CHIHUAHUA,CHIHUAHUA,RIO BRAVO,RIO CONCHOS-PRESA EL GRANERO,RIO CHUVISCAR,CLIMATOLOGICA,CONAGUA-SMN,01/01/1975,31/12/2000,OPERANDO,28,42,0,105,59,0,1350.0,
00008304,,ESCUELA DE AGRICULTURA,DELICIAS,CHIHUAHUA,RIO BRAVO,RIO SAN PEDRO,RIO MEOQUI,CLIMATOLOGICA,CONAGUA-SMN,01/02/1977,30/04/1987,SUSPENDIDA,28,11,36,105,28,16,1170.0,
00008305,76323,PARRAL (OBS),HIDALGO DEL PARRAL,CHIHUAHUA,RIO BRAVO,RIO FLORIDO,RIO PARRAL,OBSERVATORIO,CONAGUA-SMN,01/01/1981,30/11/2010,OPERANDO,26,55,0,105,40,0,1720.0,
00008306,,PRESA LA BOQUILLA,SAN FRANCISCO DE CONCHOS,CHIHUAHUA,RIO BRAVO,RIO CONCHOS-PRESA DE LA COLINA,PRESA LA BOQUILLA,CLIMATOLOGICA,CONAGUA-SMN,01/08/1979,30/04/1987,SUSPENDIDA,27,32,23,105,24,8,1280.0,
00008307,,C.R.M. CUAUHTEMOC,CUAUHTEMOC,CHIHUAHUA,RIO BRAVO,LAGUNA DE BUSTILLOS Y DE LOS MEXICANOS,LAGUNA DE BUSTILLOS,CLIMATOLOGICA,CONAGUA-SMN,01/11/1979,31/12/1984,SUSPENDIDA,28,22,0,106,55,0,2090.0,
00008309,,RANCHO LOS CERRITOS,ASCENSION,CHIHUAHUA,RIO BRAVO,RIO CASAS GRANDES,LAGUNA PALOMAS,CLIMATOLOGICA,CONAGUA-SMN,01/01/1980,30/04/1987,SUSPENDIDA,31,39,35,107,5,17,1250.0,
00008310,,SANTA ROSALIA DE CUEVAS,DOCTOR BELISARIO DOMINGUEZ,CHIHUAHUA,RIO BRAVO,RIO SAN PEDRO,RIO SAN LORENZO,CLIMATOLOGICA,CONAGUA-SMN,01/01/1980,30/04/1987,SUSPENDIDA,28,2,50,106,28,33,1680.0,
00008311,,COLINA,SAN FRANCISCO DE CONCHOS,CHIHUAHUA,RIO BRAVO,RIO CONCHOS-PRESA EL GRANERO,RIO CONCHOS-PROSETILLA,CLIMATOLOGICA,CONAGUA-DGE,01/06/1979,31/12/2003,OPERANDO,27,34,38,105,22,17,1214.0,
00008312,,GUACHOCHI (DGE),GUACHOCHI,CHIHUAHUA,PACIFICO NORTE,RIO FUERTE,RIO VERDE,CLIMATOLOGICA,CONAGUA-DGE,01/01/1980,31/12/1998,OPERANDO,26,49,15,107,3,26,2438.0,
00008314,,EL ORO,SAN FRANCISCO DEL ORO,CHIHUAHUA,RIO BRAVO,RIO FLORIDO,RIO PARRAL,CLIMATOLOGICA,CONAGUA-DGE,01/02/1980,31/01/1983,SUSPENDIDA,26,51,0,105,50,0,2035.0,
00008315,,SANTA MONICA,GUERRERO,CHIHUAHUA,NOROESTE,RIO YAQUI,RIO PAPIGOCHIC O AROS,CLIMATOLOGICA,CONAGUA-DGE,01/08/1979,31/12/1984,SUSPENDIDA,28,23,56,107,26,48,2100.0,
00008316,,EL ALAMO,COYAME DEL SOTOL,CHIHUAHUA,RIO BRAVO,RIO CONCHOS-OJINAGA,RIO CONCHOS-OJINAGA,CLIMATOLOGICA,CONAGUA-DGE,01/01/1978,31/03/1984,SUSPENDIDA,29,33,19,104,51,50,940.0,
00008317,,VILLA MATAMOROS,MATAMOROS,CHIHUAHUA,RIO BRAVO,RIO FLORIDO,RIO FLORIDO-JIMENEZ,CLIMATOLOGICA,CONAGUA-SMN,01/07/1978,30/04/1987,SUSPENDIDA,26,45,49,105,34,56,1740.0,
00008318,,ESCUELA SEC. JUAREZ,JUAREZ,CHIHUAHUA,RIO BRAVO,RIO BRAVO-CIUDAD JUAREZ,RIO BRAVO-CIUDAD JUAREZ,CLIMATOLOGICA,CONAGUA-SMN,01/11/1978,31/03/1987,SUSPENDIDA,31,38,0,106,26,0,1171.0,
00008319,,LA LAGUNA,BOCOYNA,CHIHUAHUA,RIO BRAVO,RIO CONCHOS-PRESA DE LA COLINA,RIO BOCOYNA,CLIMATOLOGICA,CONAGUA-DGE,01/03/1978,31/12/2001,OPERANDO,27,49,40,107,33,15,2321.0,
00008320,,LOS LLANITOS,BALLEZA,CHIHUAHUA,RIO BRAVO,RIO CONCHOS-PRESA DE LA COLINA,RIO SAN JUAN,CLIMATOLOGICA,CONAGUA-DGE,01/10/1978,30/11/1984,SUSPENDIDA,26,39,36,106,13,10,1740.0,
00008321,,SAN JUAN DE CHINATU (CFE),GUADALUPE Y CALVO,CHIHUAHUA,PACIFICO NORTE,RIO FUERTE,RIO CHINATU,CLIMATOLOGICA,CFE,01/10/1980,31/10/1989,SUSPENDIDA,26,13,43,106,46,16,2060.0,
00008322,,EL VERGEL (CFE),BALLEZA,CHIHUAHUA,RIO BRAVO,RIO CONCHOS-PRESA DE LA COLINA,RIO CHUVISCAR,CLIMATOLOGICA,CFE,01/10/1980,31/12/1999,OPERANDO,26,29,0,106,23,0,2740.0,
00008323,,CARTONERA,CHIHUAHUA,CHIHUAHUA,RIO BRAVO,RIO CONCHOS-PRESA EL GRANERO,PRESA FRANCISCO I. MADERO,CLIMATOLOGICA,CONAGUA-SMN,01/08/1978,31/12/1985,SUSPENDIDA,28,42,0,106,2,0,1410.0,
00008324,,EL ENCINO,GUERRERO,CHIHUAHUA,NOROESTE,RIO YAQUI,RIO PAPIGOCHIC O AROS,CLIMATOLOGICA,CONAGUA-SMN,01/09/1979,30/04/1987,SUSPENDIDA,28,30,29,107,27,43,2000.0,
00008325,,SAN RAFAEL,URIQUE,CHIHUAHUA,PACIFICO NORTE,RIO FUERTE,RIO URIQUE,CLIMATOLOGICA,CONAGUA-SMN,01/09/1979,28/02/1985,SUSPENDIDA,27,30,0,107,51,0,2200.0,
00008326,,PRESA ABRAHAM GONZALEZ,GUERRERO,CHIHUAHUA,NOROESTE,RIO YAQUI,RIO PAPIGOCHIC O AROS,CLIMATOLOGICA,CONAGUA-DGE,01/01/1981,30/11/2007,OPERANDO,28,30,5,107,28,12,2000.0,
00008327,,EL TULE II (SMN),EL TULE,CHIHUAHUA,RIO BRAVO,RIO CONCHOS-PRESA DE LA COLINA,RIO BALLEZA,CLIMATOLOGICA,CONAGUA-SMN,01/01/1980,31/01/1984,SUSPENDIDA,27,3,15,106,15,58,1580.0,
00008331,,LA JOYA,SATEVO,CHIHUAHUA,RIO BRAVO,RIO SAN PEDRO,RIO SAN LORENZO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1982,31/10/1984,SUSPENDIDA,28,5,0,106,19,0,1500.0,
00008332,,LAS LAJAS,BUENAVENTURA,CHIHUAHUA,RIO BRAVO,RIO DEL CARMEN,RIO DEL CARMEN,CLIMATOLOGICA,CONAGUA-SMN,01/07/1983,31/12/1999,OPERANDO,30,3,17,106,54,25,1450.0,
00008333,,NORTEÑA MANZANEROS UNIDOS,CUAUHTEMOC,CHIHUAHUA,RIO BRAVO,LAGUNA DE BUSTILLOS Y DE LOS MEXICANOS,LAGUNA DE BUSTILLOS,CLIMATOLOGICA,CONAGUA-SMN,01/05/1981,31/08/1990,SUSPENDIDA,28,23,59,106,55,31,2090.0,
00008334,,PACHERA,GUERRERO,CHIHUAHUA,NOROESTE,RIO YAQUI,RIO PAPIGOCHIC O AROS,CLIMATOLOGICA,CONAGUA-SMN,01/01/1982,30/04/1984,SUSPENDIDA,28,16,57,107,23,59,2094.0,
00008336,,SAN BERNABE,CUSIHUIRIACHI,CHIHUAHUA,RIO BRAVO,RIO SAN PEDRO,RIO SANTA CRUZ,CLIMATOLOGICA,CONAGUA-SMN,01/07/1982,30/04/1987,SUSPENDIDA,28,11,58,106,51,45,2084.0,
00008337,,SAN FELIPE,CHIHUAHUA,CHIHUAHUA,RIO BRAVO,RIO CONCHOS-PRESA EL GRANERO,RIO CHUVISCAR,CLIMATOLOGICA,CONAGUA-SMN,01/01/1983,30/04/1987,SUSPENDIDA,28,41,50,105,41,43,1200.0,
00008339,,SIQUIRICHI (DGE),GUACHOCHI,CHIHUAHUA,PACIFICO NORTE,RIO FUERTE,RIO URIQUE,CLIMATOLOGICA,CONAGUA-DGE,01/08/1982,29/02/1988,SUSPENDIDA,27,16,6,107,13,3,2151.0,
00008340,,LA VERANERA,URIQUE,CHIHUAHUA,PACIFICO NORTE,RIO FUERTE,RIO URIQUE,CLIMATOLOGICA,CONAGUA-SMN,01/07/1981,30/04/1987,SUSPENDIDA,27,15,49,107,51,53,971.0,
00008341,,BATOPILAS II (DGE),BATOPILAS,CHIHUAHUA,PACIFICO NORTE,RIO FUERTE,RIO SAN MIGUEL,CLIMATOLOGICA,CONAGUA-DGE,01/01/1983,31/12/1998,SUSPENDIDA,27,1,36,107,44,22,570.0,
00008343,,QUIRARE (CFE),BATOPILAS,CHIHUAHUA,PACIFICO NORTE,RIO FUERTE,RIO VERDE,CLIMATOLOGICA,CFE,01/02/1981,30/11/1990,SUSPENDIDA,27,6,0,107,44,0,682.0,
00008344,,TALAYOTES (CFE),BOCOYNA,CHIHUAHUA,RIO BRAVO,RIO SINALOA,RIO OTEROS,CLIMATOLOGICA,CFE,01/01/1982,31/03/1984,SUSPENDIDA,27,55,8,107,48,39,2340.0,
00008346,,EL CARRIZO,COYAME DEL SOTOL,CHIHUAHUA,RIO BRAVO,ARROYO EL CARRIZO,ARROYO EL CARRIZO,CLIMATOLOGICA,CONAGUA-DGE,01/01/2000,31/12/2001,OPERANDO,29,58,29,105,15,43,1420.0,
00008347,,CONSTITUCION,BUENAVENTURA,CHIHUAHUA,RIO BRAVO,RIO DEL CARMEN,RIO DEL CARMEN,CLIMATOLOGICA,CONAGUA-DGE,01/09/1982,31/12/1984,SUSPENDIDA,29,55,0,106,47,0,2056.0,
00008348,,PEÑASCOS,CAMARGO,CHIHUAHUA,CUENCAS CENTRALES DEL NORTE,EL LLANO-LAGUNA DEL MILAGRO,EL LLANO,CLIMATOLOGICA,CONAGUA-DGE,01/02/1982,30/11/1984,SUSPENDIDA,27,55,6,104,39,41,1410.0,
00008350,,LA SOLEDAD,JIMENEZ,CHIHUAHUA,CUENCAS CENTRALES DEL NORTE,ARROYO LA INDIA-PALOMAS,LAGUNA PALOMAS,CLIMATOLOGICA,CONAGUA-DGE,01/01/1986,30/11/2006,OPERANDO,26,53,52,103,51,10,1130.0,
00008352,,BASASEACHIC,OCAMPO,CHIHUAHUA,NOROESTE,RIO MAYO,RIO CANDAMEÑA,CLIMATOLOGICA,CONAGUA-DGE,01/07/1983,30/11/2007,OPERANDO,28,10,58,108,12,50,2000.0,
00008353,,YEPACHIC,TEMOSACHIC,CHIHUAHUA,NOROESTE,RIO YAQUI,RIO MULATOS,CLIMATOLOGICA,CONAGUA-DGE,01/08/1992,30/11/2007,OPERANDO,28,25,18,108,25,18,1790.0,
00009001,76679,AEROPUERTO (OBS),VENUSTIANO CARRANZA,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,OBSERVATORIO,CONAGUA-SMN,01/01/1981,31/10/1992,SUSPENDIDA,19,26,22,99,4,27,2596.0,
00009002,,AJUSCO,TLALPAN,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,31/05/1988,SUSPENDIDA,19,13,0,99,12,0,2900.0,
00009003,,AQUILES SERDAN 46,AZCAPOTZALCO,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,01/02/1933,31/12/1988,SUSPENDIDA,19,28,10,99,11,24,2255.0,
00009004,,CALVARIO 61,TLALPAN,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1970,31/05/2010,OPERANDO,19,12,11,99,8,57,2726.0,
00009005,,CALLE SALTO 13,ALVARO OBREGON,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-SMN,01/11/1964,31/12/1970,SUSPENDIDA,19,23,0,99,13,0,2326.0,
00009006,,TACUBA 7,CUAUHTEMOC,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-SMN,01/01/1962,30/09/1976,SUSPENDIDA,19,26,9,99,8,20,2247.0,
00009007,,CINCEL 42,CUAUHTEMOC,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,01/06/1953,30/11/1988,SUSPENDIDA,19,25,0,99,7,0,2326.0,
00009008,,CIUDAD UNIVERSITARIA,COYOACAN,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,OBSERVATORIO,CONAGUA-SMN,01/10/2003,31/12/2009,OPERANDO,19,19,42,99,11,0,2278.0,
00009009,,COLONIA AGRICOLA ORIENTAL,IZTACALCO,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,31/08/1988,SUSPENDIDA,19,23,58,99,4,30,2235.0,
00009010,,COLONIA AMERICA,MIGUEL HIDALGO,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,01/08/1969,31/12/2010,OPERANDO,19,24,45,99,12,6,2271.0,
00009011,,COLONIA DEL VALLE,BENITO JUAREZ,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-SMN,01/01/1949,31/12/1973,SUSPENDIDA,19,23,52,99,10,0,2245.0,
00009012,,COLONIA ESCANDON,MIGUEL HIDALGO,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-SMN,01/01/1951,30/09/1988,SUSPENDIDA,19,24,5,99,10,38,2245.0,
00009013,,COLONIA MOCTEZUMA,VENUSTIANO CARRANZA,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-SMN,01/11/1966,31/10/1988,SUSPENDIDA,19,25,40,99,6,20,2235.0,
00009014,,COLONIA SANTA URSULA COAPA,COYOACAN,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1971,31/12/2010,OPERANDO,19,18,12,99,8,53,2256.0,
00009015,,RODANO 14 (CFE),CUAUHTEMOC,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CFE,01/06/1953,31/12/1996,SUSPENDIDA,19,25,30,99,10,25,2250.0,
00009016,,CUAJIMALPA,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO LERMA-TOLUCA,RIO ALMOLOYA-OTZOLOTEPEC,CLIMATOLOGICA,CONAGUA-SMN,01/01/1967,29/02/1988,SUSPENDIDA,19,21,0,99,18,0,2777.0,
00009017,,CUAUTEPEC BARRIO BAJO,GUSTAVO A. MADERO,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-SMN,01/11/1970,30/04/1988,SUSPENDIDA,19,32,32,99,7,50,2390.0,
00009019,,DESIERTO DE LOS LEONES,ALVARO OBREGON,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO LERMA-TOLUCA,RIO ALMOLOYA-OTZOLOTEPEC,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,30/09/1987,SUSPENDIDA,19,18,50,99,18,35,2995.0,
00009020,,DESVIACION ALTA AL PEDREGAL,TLALPAN,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1952,30/11/2010,OPERANDO,19,17,49,99,10,56,2296.0,
00009021,,EGIPTO 7,AZCAPOTZALCO,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1959,31/12/1987,SUSPENDIDA,19,28,30,99,11,10,2248.0,
00009022,,EL GUARDA,TLALPAN,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,30/06/2009,OPERANDO,19,8,4,99,10,23,2990.0,
00009023,,GUADALUPE INN,ALVARO OBREGON,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-SMN,01/07/1962,31/10/1974,SUSPENDIDA,19,21,5,99,11,10,2270.0,
00009024,,HACIENDA PEÑA POBRE,TLALPAN,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-SMN,01/01/1961,31/07/1992,SUSPENDIDA,19,18,0,99,11,0,2290.0,
00009025,,HACIENDA LA PATERA,GUSTAVO A. MADERO,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,31/12/1996,SUSPENDIDA,19,30,46,99,9,30,2240.0,
00009026,,MORELOS 77,IZTAPALAPA,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,01/07/1955,31/12/1996,SUSPENDIDA,19,22,0,99,5,0,2240.0,
00009028,,GRAN CANAL KM. 3+000,GUSTAVO A. MADERO,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,31/12/1987,SUSPENDIDA,19,27,0,99,6,0,2239.0,
00009029,,GRAN CANAL KM. 06+250,GUSTAVO A. MADERO,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1952,31/10/2010,OPERANDO,19,28,36,99,5,29,2239.0,
00009030,,LA VENTA CUAJIMALPA,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO LERMA-TOLUCA,RIO ALMOLOYA-OTZOLOTEPEC,CLIMATOLOGICA,CONAGUA-SMN,01/01/1949,31/12/1985,SUSPENDIDA,19,20,0,99,18,0,2850.0,
00009031,,COLONIA ROMA,CUAUHTEMOC,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-SMN,01/01/1949,31/03/1971,SUSPENDIDA,19,25,0,99,10,0,2240.0,
00009032,,MILPA ALTA,MILPA ALTA,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,01/10/1929,31/07/2010,OPERANDO,19,11,26,99,1,19,2420.0,
00009033,,COLONIA GUERRERO,CUAUHTEMOC,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,01/05/1959,31/12/1987,SUSPENDIDA,19,27,0,99,8,0,1252.0,
00009034,,MOYOGUARDA,XOCHIMILCO,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1921,31/10/1988,SUSPENDIDA,19,15,0,99,6,0,2260.0,
00009036,,PLAYA CALETA 454 COLONIA MARTE,IZTACALCO,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,01/04/1968,31/12/2010,OPERANDO,19,23,43,99,5,52,2235.0,
00009037,,PRESA ANSALDO,LA MAGDALENA CONTRERAS,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,01/11/1953,31/12/1988,SUSPENDIDA,19,20,0,99,13,0,2363.0,
00009038,,PRESA MIXCOAC,ALVARO OBREGON,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,01/09/1953,31/12/1988,SUSPENDIDA,19,22,0,99,16,0,2576.0,
00009039,,PRESA TACUBAYA,ALVARO OBREGON,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,01/10/1953,31/12/1988,SUSPENDIDA,19,23,50,99,12,45,2340.0,
00009040,,SAN BORJA 726,BENITO JUAREZ,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,01/06/1964,30/06/1970,SUSPENDIDA,19,23,0,99,10,0,2250.0,
00009041,,SAN FRANCISCO TLALNEPANTLA,XOCHIMILCO,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,31/10/2010,OPERANDO,19,11,48,99,7,43,2620.0,
00009042,,SAN GREGORIO ATLAPULCO,XOCHIMILCO,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-SMN,01/05/1961,31/12/1983,SUSPENDIDA,19,13,0,99,5,0,2549.0,
00009043,,SAN JUAN DE ARAGON,GUSTAVO A. MADERO,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,01/06/1953,31/12/2010,OPERANDO,19,27,55,99,4,45,2240.0,
00009044,,SAN LORENZO,MILPA ALTA,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1969,31/12/1988,SUSPENDIDA,19,10,30,99,1,52,2640.0,
00009045,,SANTA ANA TLACOTENCO,MILPA ALTA,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1969,31/10/2010,OPERANDO,19,10,44,99,0,10,2595.0,
00009046,,COLONIA SANTA FE,ALVARO OBREGON,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-SMN,01/01/1969,31/10/1988,SUSPENDIDA,19,23,0,99,14,0,2422.0,
00009047,,COLONIA TACUBA,MIGUEL HIDALGO,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,CLIMATOLOGICA,CONAGUA-SMN,01/01/1961,30/04/1988,SUSPENDIDA,19,27,35,99,11,22,2255.0,
00009048,76680,TACUBAYA CENTRAL (OBS),MIGUEL HIDALGO,DISTRITO FEDERAL,AGUAS DEL VALLE DE MEXICO,RIO MOCTEZUMA,LAGO DE TEXCOCO Y ZUMPANGO,OBSERVATORIO,CONAGUA-SMN,01/02/2008,30/06/2010,OPERANDO,19,24,13,99,11,46,2308.6,
